-0.126089	0.031712	0.105315	-0.029087	-0.1301	-0.095905	0.062364	0.020349	0.028661	0.052513	0.183339	0.055802	-0.047388	0.119163	0.045477	-0.069645	0.03773	-0.016297	-0.093424	0.022455	-0.151623	0.076653	0.014678	-0.008012	0.046453	0.014738	-0.026982	0.125331	-0.045647	-0.097143	-0.020681	0.107612	-0.089635	0.061005	0.11936	0.057184	-0.012685	-0.010977	-0.03017	-0.082612	0.020688	-0.134078	-0.15811	0.024376	0.014267	0.063819	0.033351	0.125795	-0.061599	-0.088527
-0.177818	0.070338	0.166099	-0.051309	-0.18805	-0.133148	0.092395	0.04045	0.04631	0.070601	0.289268	0.079983	-0.071075	0.159837	0.071347	-0.106303	0.072181	0.010641	-0.149605	0.026738	-0.233548	0.097505	0.007575	-0.011059	0.082559	0.026351	-0.068929	0.209282	-0.069508	-0.151702	-0.020331	0.152127	-0.1432	0.093328	0.160304	0.078591	-0.011927	-0.035758	-0.064873	-0.134923	0.011411	-0.198183	-0.239553	0.033479	0.000988	0.088637	0.077984	0.185558	-0.077318	-0.128359
-0.137148	0.053833	0.137047	-0.042697	-0.145871	-0.113151	0.064029	0.025728	0.028429	0.05198	0.226128	0.058131	-0.054099	0.139194	0.0594	-0.081434	0.05178	-0.002323	-0.122723	0.022945	-0.179763	0.076434	0.00959	-0.010844	0.055006	0.02781	-0.048649	0.153975	-0.07051	-0.114559	-0.012355	0.128289	-0.126806	0.069504	0.137196	0.059157	-0.011665	-0.026725	-0.056994	-0.106295	0.003179	-0.16034	-0.186992	0.018433	-7.2e-05	0.073009	0.046879	0.154233	-0.071889	-0.097009
-0.185376	0.082589	0.172962	-0.040401	-0.212069	-0.139811	0.090219	0.036952	0.061489	0.070643	0.301766	0.092462	-0.089402	0.17131	0.082219	-0.114296	0.068541	0.009678	-0.177371	0.0349	-0.239085	0.115274	0.010134	-0.00805	0.083856	0.041231	-0.055929	0.224567	-0.087905	-0.162883	-0.015761	0.168666	-0.17278	0.088463	0.179054	0.0913	-0.013329	-0.023217	-0.065197	-0.146726	0.004287	-0.212603	-0.249259	0.047117	0.007199	0.09844	0.081927	0.200735	-0.072791	-0.136512
-0.186267	0.076748	0.158838	-0.042793	-0.200815	-0.131339	0.098695	0.024823	0.058117	0.07506	0.304684	0.096302	-0.080385	0.177773	0.083167	-0.122457	0.073117	-0.00374	-0.169197	0.02521	-0.233991	0.110264	0.022952	-0.030044	0.081687	0.021801	-0.060554	0.210748	-0.08639	-0.16171	-0.033286	0.153229	-0.152349	0.108018	0.177442	0.091114	-0.022182	-0.037633	-0.063088	-0.14876	0.016288	-0.213717	-0.248659	0.037561	0.003417	0.08937	0.062998	0.191423	-0.07522	-0.133855
-0.184485	0.070222	0.151954	-0.047056	-0.20854	-0.13913	0.0918	0.031356	0.067332	0.072902	0.287219	0.087129	-0.075439	0.162002	0.0728	-0.119032	0.066419	-0.002108	-0.163081	0.036859	-0.228985	0.105657	0.003446	-0.029154	0.084127	0.027096	-0.061563	0.202506	-0.069037	-0.161577	-0.020887	0.141822	-0.165779	0.086515	0.175198	0.080528	-0.015162	-0.028377	-0.056933	-0.14126	0.011872	-0.205994	-0.230471	0.030882	0.013578	0.084486	0.067246	0.206453	-0.063078	-0.127423
-0.162595	0.059893	0.150161	-0.038252	-0.172329	-0.125863	0.091902	0.01322	0.052587	0.047917	0.255838	0.083156	-0.074518	0.148459	0.058722	-0.091435	0.049718	-0.000544	-0.14468	0.029236	-0.192136	0.089879	0.022265	-0.020662	0.063419	0.020263	-0.040949	0.177462	-0.0738	-0.131647	-0.024561	0.127183	-0.139133	0.094656	0.149518	0.066177	-0.027458	-0.022237	-0.062528	-0.118834	0.020214	-0.177998	-0.204426	0.028537	0.006905	0.070361	0.048708	0.162211	-0.070632	-0.117751
-0.088701	0.031112	0.090148	-0.033947	-0.098432	-0.073216	0.063296	0.002215	0.019315	0.026265	0.160777	0.063542	-0.043949	0.097643	0.048748	-0.063321	0.033141	-0.007796	-0.09886	0.01107	-0.1099	0.062102	0.002591	-0.009827	0.051106	0.031181	-0.033703	0.102642	-0.035518	-0.096561	-0.034815	0.098777	-0.065443	0.083454	0.093445	0.049047	0.013276	-0.013166	-0.035341	-0.095665	0.019752	-0.104164	-0.141475	0.010524	-0.001183	0.042049	0.047758	0.129914	-0.019351	-0.051522
-0.113959	0.043546	0.098198	-0.034369	-0.130405	-0.085584	0.075049	0.027321	0.025061	0.047053	0.201799	0.066149	-0.056943	0.117673	0.051116	-0.085318	0.051075	0.005947	-0.109974	0.014441	-0.145606	0.067753	0.003079	-0.013551	0.060983	0.026757	-0.04732	0.122104	-0.061269	-0.106474	-0.017737	0.099901	-0.097599	0.061488	0.111504	0.048992	-0.008302	-0.01213	-0.039986	-0.100088	0.012248	-0.129871	-0.151068	0.016513	-0.007593	0.065051	0.040197	0.134135	-0.04041	-0.093297
0.00748	0.008112	-0.008351	-0.026421	0.002886	-0.007666	0.018804	-0.012898	0.003509	-0.004861	-0.015215	0.022981	-0.005813	0.019056	0.005255	0.01147	-0.001033	-0.0133	-0.010805	-0.016288	0.010821	0.001595	-0.006236	-0.001035	0.018354	0.011162	-0.00611	-0.01972	-0.01405	-0.009273	-0.025838	0.023272	-0.005053	0.018953	0.005488	0.004376	0.005868	0.001528	0.006697	-0.012629	0.003424	0.015274	-0.016109	-0.014381	-0.008183	0.014615	0.017343	0.023411	0.02828	0.000489
